chopin l¹dowanie pas 1
52.151655, 20.877134
52.145589, 20.897551
52.135472, 20.933400
52.133452, 20.953575
52.133167, 20.972560
52.138263, 20.987305
52.149578, 20.981351
52.159248, 20.972825
52.173302, 20.960703
52.176163, 20.961863

chopin l¹dowanie pas 2
52.154416, 20.898712
52.137473, 20.976063
52.139499, 21.003852
52.149126, 21.006883
52.155199, 21.004443
52.161201, 20.983671
52.164276, 20.972785
52.168816, 20.956217
52.173193, 20.958915
52.176163, 20.961863

chopin pas startowy 1
52.176163, 20.961863
52.173765, 20.960365
52.170223, 20.963103
52.165743, 20.967103
52.162859, 20.969692
52.156301, 20.975390
52.146091, 20.982994
52.139827, 20.975944
52.141059, 20.949011
52.163944, 20.894755

chopin pas startowy 2
52.176163, 20.961863
52.167504, 20.954094
52.169882, 20.946021
52.171400, 20.946965
52.164766, 20.970545
52.157681, 20.991458
52.148719, 20.995598
52.140096, 20.991325
52.138007, 20.967909
52.163944, 20.894755


