52.176163, 20.961863
52.174261, 20.963540
52.172748, 20.965139
52.170037, 20.967432
52.170282, 20.968351

52.176163, 20.961863
52.174261, 20.963540
52.172748, 20.965139
52.169725, 20.967703
52.169989, 20.968541

52.176163, 20.961863
52.174261, 20.963540
52.172748, 20.965139
52.169421, 20.967949
52.169714, 20.968823

52.176163, 20.961863
52.174261, 20.963540
52.172748, 20.965139
52.169082, 20.968328
52.169323, 20.969114

52.176163, 20.961863
52.174261, 20.963540
52.172748, 20.965139
52.168815, 20.968628
52.169117, 20.969398

52.176163, 20.961863
52.174261, 20.963540
52.172748, 20.965139
52.168568, 20.968907
52.168784, 20.969627
